Time,Country,"Core CPI,not seas.adj,,,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","GDP,current US$,millions,seas. adj.,","Stock Markets, US$,,,","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Export-Import Ratio, seas. adj.","Import-Export Ratio, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,"
2003Q1 [2003Q1],Germany,..,..,..,..,..,589321.7894,..,..,..,..,..,144897.5996,143499.7719,175303.4007,-0.05159456454334863,0.05159456454334863,175541,..,..,..
2003Q1 [2003Q1],India,..,..,..,..,..,132493.4328,..,..,..,..,..,16123.48058,16093,645.0124378,0.11682441774729228,-0.11682441774729228,682.46,..,..,..
2003Q1 [2003Q1],Italy,..,..,..,..,..,368815.574,..,..,..,..,..,155.2447676,161.2399594,71738,-0.19408821177491814,0.19408821177491814,69978,..,..,..
2003Q1 [2003Q1],Japan,..,..,..,..,..,1077291.117,..,..,..,..,..,94012.68222,92367.60403,112019,-0.01671444003933061,0.01671444003933061,109065,..,..,..
2003Q1 [2003Q1],United Kingdom,..,..,..,..,..,493591.1905,..,..,..,..,..,221.2821602,124211,47902.2103,-0.09660003877196427,0.09660003877196427,47453,..,..,..
2003Q1 [2003Q1],United States,..,..,..,..,..,2795900,..,..,..,..,..,309477.4096,296487.2,175991,0.047743628026753464,-0.047743628026753464,174295.6,..,..,..
2003Q2 [2003Q2],Brazil,..,..,..,..,..,140890.4482,..,..,..,..,..,11448.61616,11371,17928.82116,-0.04599463684579292,0.04599463684579292,17946,..,..,..
2003Q2 [2003Q2],Canada,..,..,..,..,..,221544.8059,..,..,..,..,..,100.2075337,77382,68951.9,-0.3107799895673383,0.3107799895673383,72.51046238,..,..,..
2003Q2 [2003Q2],China,..,..,..,..,..,402678.0575,..,..,..,..,..,96950.66773,98473.71282,103759.9748,-0.016910052443073573,0.016910052443073573,103838,..,..,..
2003Q2 [2003Q2],France,..,..,..,..,..,459721.0985,..,..,..,..,..,159.4347,92667,103601.1414,-0.22500970052824318,0.22500970052824318,104681.9282,..,..,..
2003Q2 [2003Q2],Germany,..,..,..,..,..,625057.4448,..,..,..,..,..,150964.2493,151000.1186,183910.2533,-0.052708761849147745,0.052708761849147745,184850,..,..,..
2003Q2 [2003Q2],India,..,..,..,..,..,139045.4909,..,..,..,..,..,17661.12278,17666,650.2432078,0.12234038991191769,-0.12234038991191769,630.92,..,..,..
2003Q2 [2003Q2],Italy,..,..,..,..,..,394301.0022,..,..,..,..,..,160.1807463,161.1857761,72845,-0.1843384085968727,0.1843384085968727,73357,..,..,..
2003Q2 [2003Q2],Japan,..,..,..,..,..,1088297.314,..,..,..,..,..,93786.11897,92663.84721,113898,-0.018480134767657804,0.018480134767657804,112513,..,..,..
2003Q2 [2003Q2],United Kingdom,..,..,..,..,..,504155.6973,..,..,..,..,..,231.4653945,128199,45891.83985,-0.090568002504055,0.090568002504055,46660,..,..,..
2003Q2 [2003Q2],United States,..,..,..,..,..,2828200,..,..,..,..,..,308528.7679,309895.3,177469,0.04634034647478961,-0.04634034647478961,180715.9,..,..,..
2003Q3 [2003Q3],Brazil,..,..,..,..,..,148424.492,..,..,..,..,..,11744.48697,12379,18104.6922,-0.042851453586245064,0.042851453586245064,19772,..,..,..
2003Q3 [2003Q3],Canada,..,..,..,..,..,227985.3676,..,..,..,..,..,98.65575797,79233,70434.4,-0.3085099056244432,0.3085099056244432,70.11318639,..,..,..
2003Q3 [2003Q3],China,..,..,..,..,..,420171.4065,..,..,..,..,..,106166.7,112718.5953,110980.7025,-0.011457234893969404,0.011457234893969404,117404,..,..,..
2003Q3 [2003Q3],France,..,..,..,..,..,461156.0295,..,..,..,..,..,152.0412,86297,104814.9113,-0.22695760958276703,0.22695760958276703,97598.93169,..,..,..
2003Q3 [2003Q3],Germany,..,..,..,..,..,627207.5053,..,..,..,..,..,147508.4729,144036.3397,190948.8142,-0.06925991945715322,0.06925991945715322,187401,..,..,..
2003Q3 [2003Q3],India,..,..,..,..,..,146081.6084,..,..,..,..,..,17759.84308,17874,674.2021841,0.1169595617342614,-0.1169595617342614,673.08,..,..,..
2003Q3 [2003Q3],Italy,..,..,..,..,..,396375.059,..,..,..,..,..,159.3277772,156.7319459,72831,-0.18334067841236196,0.18334067841236196,70211,..,..,..
2003Q3 [2003Q3],Japan,..,..,..,..,..,1098489.409,..,..,..,..,..,95016.95272,95133.01077,117526,-0.02049090969433279,0.02049090969433279,117929,..,..,..
2003Q3 [2003Q3],United Kingdom,..,..,..,..,..,509653.4085,..,..,..,..,..,228.2332114,127617,46567.1241,-0.09092236040367814,0.09092236040367814,45433,..,..,..
2003Q3 [2003Q3],United States,..,..,..,..,..,2891800,..,..,..,..,..,312930.0393,318259.9,180907,0.045654277370495884,-0.045654277370495884,175919.9,..,..,..
2003Q4 [2003Q4],Brazil,..,..,..,..,..,155339.2533,..,..,..,..,..,13032.61486,13277,19921.48159,-0.04434723731223188,0.04434723731223188,20225,..,..,..
2003Q4 [2003Q4],Canada,..,..,..,..,..,241841.3637,..,..,..,..,..,95.90237869,83465,74583,-0.30799982468553205,0.30799982468553205,76.3016374,..,..,..
2003Q4 [2003Q4],China,..,..,..,..,..,437130.9204,..,..,..,..,..,112141.434,114313.1569,122998.431,-0.024836945851520235,0.024836945851520235,130700,..,..,..
2003Q4 [2003Q4],France,..,..,..,..,..,493139.8329,..,..,..,..,..,140.092,101346,119099.6584,-0.24122887356398745,0.24122887356398745,123648.7646,..,..,..
2003Q4 [2003Q4],Germany,..,..,..,..,..,664693.7965,..,..,..,..,..,161317.2925,166768.7116,202385.6265,-0.061785342688992585,0.061785342688992585,204628,..,..,..
2003Q4 [2003Q4],India,..,..,..,..,..,156260.7253,..,..,..,..,..,20965.56014,20936,779.4638172,0.12918214915517226,-0.12918214915517226,756.73,..,..,..
2003Q4 [2003Q4],Italy,..,..,..,..,..,419705.1241,..,..,..,..,..,182.3853142,177.8528555,79982,-0.19013257190252159,0.19013257190252159,86541,..,..,..
2003Q4 [2003Q4],Japan,..,..,..,..,..,1190159.478,..,..,..,..,..,100660.8176,103178.6679,127895,-0.022882800921575325,0.022882800921575325,132420,..,..,..
2003Q4 [2003Q4],United Kingdom,..,..,..,..,..,548830.7602,..,..,..,..,..,228.3575023,130319,47526.35142,-0.0861795608913467,0.0861795608913467,48359,..,..,..
2003Q4 [2003Q4],United States,..,..,..,..,..,2942300,..,..,..,..,..,325949.1514,332478.8,190404,0.046067753594127035,-0.046067753594127035,193839.4,..,..,..
2004 [2004],Brazil,76.00060708,76.26436837,6.591172944,75.91181649,76.2492517,669194.4103,19.87199999,52935,..,4.39783E11,4.86815E11,62578.66625,62746,95765.36508,-0.04959201439701565,0.04959201439701565,96332,2.92627784,2.92627784,31.25084831
2004 [2004],Canada,93.0630227,90.35693725,1.841187444,92.64793339,90.9281784,1028663.947,59.29829244,34434.56783,7.158333333,2.40648E11,2.43935E11,433.8954484,355156,328598.2,-0.3190199340694887,0.3190199340694887,335.1857389,1.3012074,1.3012074,66.08737985
2004 [2004],China,..,86.60926318,3.834221472,..,86.11143501,1951247.121,..,615548.0404,4.250930764,1.29047E12,1.23058E12,563051.2291,561217.3134,589778.8788,-0.013697726655095447,0.013697726655095447,593326,8.276925333,8.276925333,..
2004 [2004],France,92.75428266,91.78538522,2.129337539,92.16134752,92.26056915,2116344.374,78.59845923,40531.06555,8.5,3.97167E11,4.07929E11,484.3988,436807,534283.9267,-0.2522271585182006,0.2522271585182006,535079.7496,5.278940247,0.804705501,82.12415378
2004 [2004],Germany,93.80378812,92.08917656,1.758219926,93.31452624,91.98266522,2804337.343,59.24693525,54822.51267,9.181569972,8.96809E11,1.00245E12,715495.1419,716298.5794,909316.6929,-0.06911491995918552,0.06911491995918552,909920,1.573997395,0.804705501,94.98675345
2004 [2004],India,..,66.85247292,3.85320113,..,66.99068449,669108.8981,32.73898513,131178,..,3.15161E11,3.04224E11,99752.40617,99781,3475.657573,0.14388801115989822,-0.14388801115989822,3472.69,45.3009565,45.3009565,..
2004 [2004],Italy,91.27375731,89.8141014,2.155044451,89.7878461,89.94938539,1803598.337,105.9061904,32143.82191,8.009609207,5.41152E11,6.14168E11,747.8905047,749.6452748,354486,-0.1961290949534181,0.1961290949534181,353694,1558.229678,0.804705501,100.0328766
2004 [2004],Japan,102.6183283,100.3014296,-0.009805808,..,100.6124914,4818022.017,88.22370198,835228.5706,4.714356392,1.72571E12,1.89116E12,454999.5487,455365.2903,564014,-0.022626391269145587,0.022626391269145587,565830,108.1511151,108.1511151,77.94674201
2004 [2004],United Kingdom,90.97886308,86.69517894,1.341135181,90.42486988,87.14476021,2419188.219,92.26598075,58286.76923,4.75,5.07025E11,5.17847E11,884.0430006,590088,191298.1169,-0.07870990458861853,0.07870990458861853,191210,0.545796439,0.545796439,112.0328382
2004 [2004],United States,89.34007615,86.85919836,2.667572464,89.12613556,87.16874263,12213800,98.53078772,90108.61988,5.541666667,3.05018E12,3.05943E12,1467956.684,1469705,814874.5,0.05347084314463966,-0.05347084314463966,814874.7,1,1,98.74411036
2004Q1 [2004Q1],Brazil,..,..,..,..,..,158911.7387,..,..,..,..,..,14141.12183,13294,21580.20055,-0.046812644433044656,0.046812644433044656,19410,..,..,..
2004Q1 [2004Q1],Canada,..,..,..,..,..,245910.6318,..,..,..,..,..,102.9514697,85628,76410.3,-0.31030520303961906,0.31030520303961906,78.23855888,..,..,..
2004Q1 [2004Q1],China,..,..,..,..,..,458549.4426,..,..,..,..,..,138326.6429,124212.6349,131034.0384,0.015903638348463672,-0.015903638348463672,115603,..,..,..
2004Q1 [2004Q1],France,..,..,..,..,..,524821.938,..,..,..,..,..,121.592,105214,129591.3474,-0.24669272761993422,0.24669272761993422,132756.2114,..,..,..
2004Q1 [2004Q1],Germany,..,..,..,..,..,700126.7451,..,..,..,..,..,170789.1128,169233.6215,220080.3421,-0.07040329432488639,0.07040329432488639,221020,..,..,..
2004Q1 [2004Q1],India,..,..,..,..,..,157847.3501,..,..,..,..,..,22037.91058,21776,816.2593961,0.13444413967327032,-0.13444413967327032,872.95,..,..,..
2004Q1 [2004Q1],Italy,..,..,..,..,..,446631.8891,..,..,..,..,..,186.8413135,193.8155468,85117,-0.190156951975913,0.190156951975913,83263,..,..,..
2004Q1 [2004Q1],Japan,..,..,..,..,..,1214392.605,..,..,..,..,..,108617.2102,107021.0417,137731,-0.02397395181766608,0.02397395181766608,135050,..,..,..
2004Q1 [2004Q1],United Kingdom,..,..,..,..,..,595635.2923,..,..,..,..,..,231.8823859,143046,45920.54346,-0.07670576553259083,0.07670576553259083,45261,..,..,..
2004Q1 [2004Q1],United States,..,..,..,..,..,2980100,..,..,..,..,..,347039.62,332278,196416.5,0.05054297506795074,-0.05054297506795074,195932.3,..,..,..
2004Q2 [2004Q2],Brazil,..,..,..,..,..,158629.074,..,..,..,..,..,15137.69807,14981,23835.78475,-0.05483286550610513,0.05483286550610513,23819,..,..,..
2004Q2 [2004Q2],Canada,..,..,..,..,..,244329.0434,..,..,..,..,..,114.1851886,88000,81469.8,-0.3329756204145152,0.3329756204145152,85.55059191,..,..,..
2004Q2 [2004Q2],China,..,..,..,..,..,478027.1916,..,..,..,..,..,139008.3271,141403.8903,142385.5726,-0.007064965255838427,0.007064965255838427,142471,..,..,..
2004Q2 [2004Q2],France,..,..,..,..,..,510643.5734,..,..,..,..,..,117.406,106846,125606.0625,-0.24574608011702434,0.24574608011702434,127545.2658,..,..,..
2004Q2 [2004Q2],Germany,..,..,..,..,..,682363.2903,..,..,..,..,..,170696.0303,170554.3768,222011.7157,-0.07520288111841293,0.07520288111841293,222579,..,..,..
2004Q2 [2004Q2],India,..,..,..,..,..,165698.9923,..,..,..,..,..,23645.16102,23777,816.7934538,0.13777010499176098,-0.13777010499176098,793.88,..,..,..
2004Q2 [2004Q2],Italy,..,..,..,..,..,437742.1925,..,..,..,..,..,187.6682424,189.2951367,86193,-0.19647485033693662,0.19647485033693662,88181,..,..,..
2004Q2 [2004Q2],Japan,..,..,..,..,..,1183756.662,..,..,..,..,..,110547.3964,109242.8227,140453,-0.0252633033122478,0.0252633033122478,137918,..,..,..
2004Q2 [2004Q2],United Kingdom,..,..,..,..,..,595850.513,..,..,..,..,..,211.349724,160601,45911.9193,-0.07669804519577547,0.07669804519577547,47002,..,..,..
2004Q2 [2004Q2],United States,..,..,..,..,..,3027300,..,..,..,..,..,362823.5649,364813,202125.7,0.05308290057146632,-0.05308290057146632,205255.6,..,..,..
2004Q3 [2004Q3],Brazil,..,..,..,..,..,168239.8399,..,..,..,..,..,15957.78772,16886,24577.97559,-0.05123749449074457,0.05123749449074457,26926,..,..,..
2004Q3 [2004Q3],Canada,..,..,..,..,..,258349.302,..,..,..,..,..,113.806954,91711,84156.3,-0.3253056710251921,0.3253056710251921,83.5139591,..,..,..
2004Q3 [2004Q3],China,..,..,..,..,..,498755.9769,..,..,..,..,..,138189.0523,146514.4376,149476.3279,-0.022630857819801283,0.022630857819801283,158052,..,..,..
2004Q3 [2004Q3],France,..,..,..,..,..,521110.9351,..,..,..,..,..,124.2558,103206,131121.3163,-0.25138037158030846,0.25138037158030846,122012.5471,..,..,..
2004Q3 [2004Q3],Germany,..,..,..,..,..,690781.2731,..,..,..,..,..,179055.5812,175204.4302,223532.7747,-0.06438679685162997,0.06438679685162997,219760,..,..,..
2004Q3 [2004Q3],India,..,..,..,..,..,168655.1744,..,..,..,..,..,25111.19193,25424,866.4743161,0.1437531798247632,-0.1437531798247632,864.12,..,..,..
2004Q3 [2004Q3],Italy,..,..,..,..,..,443763.6317,..,..,..,..,..,183.506014,180.5916857,89042,-0.2002383423030743,0.2002383423030743,85297,..,..,..
2004Q3 [2004Q3],Japan,..,..,..,..,..,1186941.968,..,..,..,..,..,113974.5092,114825.2821,140493,-0.022341859597974884,0.022341859597974884,141355,..,..,..
2004Q3 [2004Q3],United Kingdom,..,..,..,..,..,602197.0834,..,..,..,..,..,216.9432169,147432,48660.20708,-0.08044420207017562,0.08044420207017562,47429,..,..,..
2004Q3 [2004Q3],United States,..,..,..,..,..,3075800,..,..,..,..,..,369256.0347,376462,205369.8,0.053282474380648946,-0.053282474380648946,200275.5,..,..,..
2004Q4 [2004Q4],Brazil,..,..,..,..,..,183413.7577,..,..,..,..,..,17342.05863,17585,25771.4042,-0.04595808774490858,0.04595808774490858,26177,..,..,..
2004Q4 [2004Q4],Canada,..,..,..,..,..,280074.97,..,..,..,..,..,102.9518361,89817,86561.8,-0.3086989464424472,0.3086989464424472,87.88262905,..,..,..
2004Q4 [2004Q4],China,..,..,..,..,..,515914.5102,..,..,..,..,..,147527.2068,149086.3506,166882.9398,-0.03751732625720589,0.03751732625720589,177200,..,..,..
2004Q4 [2004Q4],France,..,..,..,..,..,559767.927,..,..,..,..,..,121.145,121541,147965.2005,-0.26411669616791034,0.26411669616791034,152765.7254,..,..,..
2004Q4 [2004Q4],Germany,..,..,..,..,..,731066.034,..,..,..,..,..,194954.4177,201306.1508,243691.8605,-0.06666626615565074,0.06666626615565074,246561,..,..,..
2004Q4 [2004Q4],India,..,..,..,..,..,176907.3814,..,..,..,..,..,28958.14264,28804,976.1304075,0.15817323172757106,-0.15817323172757106,941.74,..,..,..
2004Q4 [2004Q4],Italy,..,..,..,..,..,475460.624,..,..,..,..,..,189.8749348,185.9429056,94134,-0.19758549987769333,0.19758549987769333,96953,..,..,..
2004Q4 [2004Q4],Japan,..,..,..,..,..,1232930.781,..,..,..,..,..,121860.433,124276.1438,145337,-0.01904126927625144,0.01904126927625144,151507,..,..,..
2004Q4 [2004Q4],United Kingdom,..,..,..,..,..,625505.3304,..,..,..,..,..,223.8676738,139009,50805.44709,-0.08086514527998338,0.08086514527998338,51518,..,..,..
2004Q4 [2004Q4],United States,..,..,..,..,..,3130600,..,..,..,..,..,388837.4643,396152,210962.5,0.056818170414617,-0.056818170414617,213411.3,..,..,..
2005 [2005],Brazil,81.65959032,81.49824301,6.862804677,81.56248835,81.48722242,895721.1692,29.6121466,53799,..,4.53521E11,5.00481E11,73351.51711,73468,118473.6594,-0.0503752103238781,0.0503752103238781,118693,2.435280782,2.435280782,41.66363703
2005 [2005],Canada,94.31003584,92.37190558,2.230009557,93.88938448,92.94092094,1174424.033,74.7833148,32967.57692,6.758333333,2.46122E11,2.48717E11,469.6749344,384726,370706.8,-0.31524995628695546,0.31524995628695546,377.8928813,1.211618951,1.211618951,73.44774667
2005 [2005],China,98.38347921,88.14694575,1.77542507,98.35028619,87.64186878,2282510.268,31.62067198,822478.8184,4.200578898,1.50172E12,1.43162E12,658979.0865,660053.4189,759023.6867,-0.043830952965509276,0.043830952965509276,761953,8.193666329,8.193666329,..
2005 [2005],France,94.04443255,93.39783117,1.756756757,93.44237589,93.87131816,2194451.556,92.38839594,32297.64854,8.5,3.97693E11,4.07431E11,550.2855,478152,557992.9198,-0.25402366836299395,0.25402366836299395,557912.3152,5.278106979,0.804594783,83.36557804
2005 [2005],Germany,94.80933348,93.44660194,1.474033581,94.31040659,93.39111593,2842535.665,69.34924037,50652.75659,9.120216836,9.27311E11,1.03306E12,779628.2909,779967.3527,976646.7163,-0.06931080155857955,0.06931080155857955,977154,1.57379564,0.804594783,96.47649213
2005 [2005],India,..,69.35529629,3.743800727,..,69.5018226,782672.4669,44.4915451,137206,..,3.4411E11,3.32368E11,142637.3081,142870,4391.028457,0.17663363091149,-0.17663363091149,4393.45,44.09727176,44.09727176,..
2005 [2005],Italy,93.25657895,91.59322856,1.98089958,91.7206041,91.72993492,1858494.468,123.575358,29458.09484,7.713057314,5.3762E11,6.03087E11,747.214268,748.0872665,373679,-0.20066338219092295,0.20066338219092295,372685,1558.03548,0.804594783,99.0322904
2005 [2005],Japan,102.2071165,100.0172176,-0.283357859,101.8036072,100.3278123,4767899.763,96.01747387,835505.5741,4.423202047,1.75257E12,1.91691E12,515401.8286,516159.5007,595799,-0.016862177351944466,0.016862177351944466,595264,110.1454102,110.1454102,78.1696696
2005 [2005],United Kingdom,92.37154675,88.47667845,2.054900319,91.80715848,88.93727892,2539172.182,105.1328847,54508.75371,4.841666667,5.0459E11,5.15279E11,1023.903855,618341,212965.0829,-0.0834686125452362,0.0834686125452362,212801,0.550084821,0.550084821,111.9711064
2005 [2005],United States,91.27871226,89.78273131,3.365829988,91.04108029,90.12615739,13036600,100.729933,67167.59772,5.083333333,3.15215E12,3.16171E12,1671755.564,1673454,901081.8,0.05911616249635641,-0.05911616249635641,901081.8,1,1,102.3949741
2005Q1 [2005Q1],Brazil,..,..,..,..,..,194208.4611,..,..,..,..,..,17194.68987,16122,27623.06855,-0.053696829792757174,0.053696829792757174,24565,..,..,..
2005Q1 [2005Q1],Canada,..,..,..,..,..,281382.3081,..,..,..,..,..,108.5219531,89806,87167.6,-0.3093978389570968,0.3093978389570968,87.53116391,..,..,..
2005Q1 [2005Q1],China,..,..,..,..,..,535349.554,..,..,..,..,..,152122.7233,139360.7065,176192.0684,-0.044960054454439645,0.044960054454439645,155848,..,..,..
2005Q1 [2005Q1],France,..,..,..,..,..,569951.5458,..,..,..,..,..,135.232,121688,146322.0587,-0.2564899205507164,0.2564899205507164,149481.8297,..,..,..
2005Q1 [2005Q1],Germany,..,..,..,..,..,740642.613,..,..,..,..,..,188371.1983,186514.6055,242347.9168,-0.07287822433192892,0.07287822433192892,243221,..,..,..
2005Q1 [2005Q1],India,..,..,..,..,..,188187.6649,..,..,..,..,..,34531.71728,33735,1084.519751,0.1777332087455005,-0.1777332087455005,1153.68,..,..,..
2005Q1 [2005Q1],Italy,..,..,..,..,..,481122.9088,..,..,..,..,..,191.3442993,196.6657844,94168,-0.19532775093809876,0.19532775093809876,91957,..,..,..
2005Q1 [2005Q1],Japan,..,..,..,..,..,1248003.373,..,..,..,..,..,122878.5747,121021.7174,148838,-0.020800765335752026,0.020800765335752026,143749,..,..,..
2005Q1 [2005Q1],United Kingdom,..,..,..,..,..,640331.8944,..,..,..,..,..,250.3215443,144731,48332.90039,-0.0750900888526786,0.0750900888526786,47527,..,..,..
2005Q1 [2005Q1],United States,..,..,..,..,..,3190300,..,..,..,..,..,398780.8651,380584,216647.1,0.05708985521737767,-0.05708985521737767,213918,..,..,..
2005Q2 [2005Q2],Brazil,..,..,..,..,..,216857.4684,..,..,..,..,..,18167.9432,17843,29563.3318,-0.05254782638604296,0.05254782638604296,29330,..,..,..
2005Q2 [2005Q2],Canada,..,..,..,..,..,281266.1578,..,..,..,..,..,121.0785178,93176,87679.3,-0.3113002366408406,0.3113002366408406,92.77828309,..,..,..
2005Q2 [2005Q2],China,..,..,..,..,..,551650.7073,..,..,..,..,..,160705.6462,163255.8185,186758.6011,-0.047227266375699274,0.047227266375699274,186436,..,..,..
2005Q2 [2005Q2],France,..,..,..,..,..,551875.7376,..,..,..,..,..,147.97,122096,143171.4568,-0.2591588596048474,0.2591588596048474,145603.2797,..,..,..
2005Q2 [2005Q2],Germany,..,..,..,..,..,715717.7609,..,..,..,..,..,197141.8027,196694.9767,248077.644,-0.07116749657846866,0.07116749657846866,247805,..,..,..
2005Q2 [2005Q2],India,..,..,..,..,..,194341.6687,..,..,..,..,..,35913.25406,36371,1050.873995,0.1793870573315706,-0.1793870573315706,1026.86,..,..,..
2005Q2 [2005Q2],Italy,..,..,..,..,..,466843.9768,..,..,..,..,..,181.0127016,183.3844562,94438,-0.2019025455666969,0.2019025455666969,97452,..,..,..
2005Q2 [2005Q2],Japan,..,..,..,..,..,1216023.046,..,..,..,..,..,129031.8931,127259.386,149790,-0.017070488070338757,0.017070488070338757,146708,..,..,..
2005Q2 [2005Q2],United Kingdom,..,..,..,..,..,645725.3548,..,..,..,..,..,275.1039238,150868,51478.55141,-0.07929601510236377,0.07929601510236377,53115,..,..,..
2005Q2 [2005Q2],United States,..,..,..,..,..,3227500,..,..,..,..,..,410913.5642,413073,225514.2,0.0574436449883811,-0.0574436449883811,229356.1,..,..,..
2005Q3 [2005Q3],Brazil,..,..,..,..,..,233632.8598,..,..,..,..,..,18739.83878,20036,29983.07604,-0.04812352709984677,0.04812352709984677,33097,..,..,..
2005Q3 [2005Q3],Canada,..,..,..,..,..,298769.2358,..,..,..,..,..,122.0466289,98748,94318.7,-0.315282305150576,0.315282305150576,94.52208826,..,..,..
2005Q3 [2005Q3],China,..,..,..,..,..,583230.9285,..,..,..,..,..,164829.4217,175354.7251,192283.0861,-0.04707168817436947,0.04707168817436947,204052,..,..,..
2005Q3 [2005Q3],France,..,..,..,..,..,539032.0697,..,..,..,..,..,133.4324,112060,137007.044,-0.2539248020552422,0.2539248020552422,127634.3471,..,..,..
2005Q3 [2005Q3],Germany,..,..,..,..,..,699581.1901,..,..,..,..,..,194356.6045,190880.1252,244119.0834,-0.07113181372541882,0.07113181372541882,240361,..,..,..
2005Q3 [2005Q3],India,..,..,..,..,..,200021.3624,..,..,..,..,..,36301.3742,37165,1072.065645,0.17612773021987974,-0.17612773021987974,1071.49,..,..,..
2005Q3 [2005Q3],Italy,..,..,..,..,..,457527.4887,..,..,..,..,..,184.909308,182.4077885,92927,-0.20270277301919848,0.20270277301919848,89443,..,..,..
2005Q3 [2005Q3],Japan,..,..,..,..,..,1182073.831,..,..,..,..,..,130904.2023,132795.4671,148122,-0.014565754903341563,0.014565754903341563,149933,..,..,..
2005Q3 [2005Q3],United Kingdom,..,..,..,..,..,625038.1754,..,..,..,..,..,262.0584966,158395,55255.76884,-0.08798456239605873,0.08798456239605873,53751,..,..,..
2005Q3 [2005Q3],United States,..,..,..,..,..,3285700,..,..,..,..,..,419226.0248,429128,225130.6,0.05907277742946709,-0.05907277742946709,221024.1,..,..,..
2005Q4 [2005Q4],Brazil,..,..,..,..,..,251022.3798,..,..,..,..,..,19249.04525,19467,31304.18301,-0.048024155334694986,0.048024155334694986,31701,..,..,..
2005Q4 [2005Q4],Canada,..,..,..,..,..,313006.3313,..,..,..,..,..,118.0278346,102996,101541.2,-0.3240291394239922,0.3240291394239922,103.061346,..,..,..
2005Q4 [2005Q4],China,..,..,..,..,..,612279.0786,..,..,..,..,..,181321.2953,182082.1688,203789.9311,-0.03669672308806533,0.03669672308806533,215617,..,..,..
2005Q4 [2005Q4],France,..,..,..,..,..,533592.2029,..,..,..,..,..,133.6511,122308,131492.3603,-0.24617808972110827,0.24617808972110827,135192.8587,..,..,..
2005Q4 [2005Q4],Germany,..,..,..,..,..,686594.1014,..,..,..,..,..,199758.6853,205877.6452,242102.0721,-0.06167164371738655,0.06167164371738655,245767,..,..,..
2005Q4 [2005Q4],India,..,..,..,..,..,200121.7709,..,..,..,..,..,35890.96259,35599,1183.569066,0.17343137314801765,-0.17343137314801765,1141.42,..,..,..
2005Q4 [2005Q4],Italy,..,..,..,..,..,453000.0935,..,..,..,..,..,189.9479591,185.6292373,92146,-0.202993450465811,0.202993450465811,93833,..,..,..
2005Q4 [2005Q4],Japan,..,..,..,..,..,1121799.513,..,..,..,..,..,132587.1585,135082.9302,149049,-0.014674495138597915,0.014674495138597915,154874,..,..,..
2005Q4 [2005Q4],United Kingdom,..,..,..,..,..,628076.7571,..,..,..,..,..,236.4198906,164347,57897.86227,-0.09180636240328084,0.09180636240328084,58408,..,..,..
2005Q4 [2005Q4],United States,..,..,..,..,..,3333100,..,..,..,..,..,442835.1101,450669,233789.9,0.06271795328673006,-0.06271795328673006,236783.6,..,..,..
2006 [2006],Brazil,85.35278992,84.90575503,4.18108648,85.25244456,84.89629588,1106834.993,45.48983712,85839,..,4.66451E11,5.14006E11,90881.79582,91192,137244.5474,-0.04188768142786755,0.04188768142786755,137708,2.175136433,2.175136433,49.86845049
2006 [2006],Canada,95.75119474,94.2357513,2.017762543,95.31668153,94.80162178,1319479.774,94.45102366,34999.53991,6.291666667,2.45621E11,2.47251E11,518.2707421,423290,398459.3,-0.30158933626662776,0.30158933626662776,406.3836547,1.134457465,1.134457465,82.20509982
2006 [2006],China,98.98249453,89.60304797,1.6519032,98.94910496,89.0877643,2746411.018,43.46857065,1069508.721,4.150198246,1.74808E12,1.66677E12,791263.9455,791577.0146,964241.5575,-0.0629831481399919,0.0629831481399919,968935,7.972375478,7.972375478,..
2006 [2006],France,95.35421128,94.95977745,1.672358186,94.74379433,95.44377961,2323821.945,113.6600581,47255.84947,8.475,4.02246E11,4.10431E11,459.3656,533149,622644.7095,-0.26774226193995254,0.26774226193995254,622840.5269,5.226282751,0.796692333,86.83727342
2006 [2006],Germany,95.58712326,94.92089177,1.577681578,95.08687086,94.8808234,2997779.75,88.57495247,47480.39919,8.080562149,9.80645E11,1.08792E12,921672.6047,922838.1235,1120414.433,-0.06629634091697362,0.06629634091697362,1122411,1.558308057,0.796692333,97.79974083
2006 [2006],India,..,73.55941622,6.061714327,..,73.72417983,882758.0902,67.24087277,177251,..,3.85956E11,3.7274E11,177950.8491,178410,5520.334397,0.19533155982057746,-0.19533155982057746,5521.66,45.28341672,45.28341672,..
2006 [2006],Italy,94.96527778,93.53523563,2.120251795,93.41064365,93.67317426,1953298.416,144.1828169,29812.37173,6.79119665,5.57191E11,6.22035E11,816.8087033,817.9518682,420469,-0.21484284626415218,0.21484284626415218,417327,1542.680069,0.796692333,100.0795383
